videoId,title,channelId,channelTitle,description,publishTime
z_DgvMHnfjc,My go to settings for sports photography in manual mode,UCsaqasaF2ZWmceiq6DNEfAg,Brian Bosche,,2022-09-07T15:01:06Z
j0AMBFMjzXA,3 tips for iPhone food photography 🥞 #foodphototips,UCcpxwzzg-oGEeHCr3_-m2SQ,Nick Anderson,,2024-02-14T21:23:13Z
97sq802BCBE,Try this easy mobile photography trick - The Vertical Panorama // #shorts,UCj9r3VS9Tuy9FRI87HrXgow,Demas Rusli,This is called a vertical panorama and it's such a great way to get an even wider ultra wide-angle shot without an even wider lens!,2021-08-09T11:00:02Z
h3Df1gPaCH0,5 tips for stunning iPhone photos…EVERY TIME!📱#iphonephotography #iphonetips #iphonecamera,UC1Q5iU8ODtqQjKFZgz8JAPg,iPhone Photography School,,2024-01-31T09:51:10Z
3UpP2a2KMVI,Creative Photography Tips and Trick with Phone using pro Mode  | Mobile Photography Hacks,UCmJry6Nnjuai_A3zeTu-0jw,THE ADWIN ,"Rocky Edits photo graphy, photography, photography ideas, photography logo, photography hacks, photography shots, ...",2022-11-09T05:42:53Z
rLBJ5nimsCo,Selfie Photo Tip 🤳🏼,UCl0L4ecl2ipGTVLp0zz8Puw,JD THECAMERAGUY,,2022-04-30T21:04:35Z
6l7sfhAFQ8M,Remove People in 15 Seconds with Photoshop!,UCMrvLMUITAImCHMOhX88PYQ,PiXimperfect,"The Quickest Way to Remove Any Subject or Object from an Image with Photoshop! In this short tutorial, learn how to use the ...",2021-04-30T15:00:04Z
5x3Hy7zie94,Lightroom Tutorial BASICS | Photo Editing Masterclass,UCpsHnULJAkwwckxzdmspKDw,sawyerhartman,Learn How To Make Six Figures With Your Camera! - https://www.skool.com/full-timecreator/about The Most Advanced Lightroom ...,2020-10-18T18:07:00Z
TpUIGW23FT4,Still taking mobile photos like this?,UCxhPkNnb4c82owMdEIHUAOg,THAT ICELANDIC GUY.,30 Days Free Photography Tips (instantly improve your composition) https://that-icelandic-guy.kit.com/93f485b79a Presets ...,2022-09-12T11:34:24Z
tQ9gPQAk8xY,How to Capture Stunning Landscape Photos: A Beginner&#39;s Guide,UCAa3CS6QjTk6GvEibfnjOQw,Ian Worth,"Sign up to Milanote for free with no time-limit: https://milanote.com/ianworth0724 Hey everyone! This week's video, is a beginners ...",2024-07-04T15:00:51Z
JlWPpcj6F34,from BLURRY to TACK SHARP photos with these camera settings #photography,UCOPJJLvR-N0hS8V-AWnQ-6w,Vanessa Joy,,2023-07-20T18:53:53Z
J39hFh1Apjc,How To Easily Take Photos Of Reflective Products✨ #vflatworld #photography @oliver_howells,UC_U00lPjO3HgAPP4S-wzOBQ,V-Flat World,,2023-06-20T19:12:33Z
oHq4-KjiIfE,Tricks to take better iPhone photos in a cafe! ☕️📸 #iphonephotography #iphonecamera #coffee,UC1Q5iU8ODtqQjKFZgz8JAPg,iPhone Photography School,,2023-04-26T20:47:53Z
VUg33pNa5zE,8 IMPORTANT Composition Tips for Better Photos,UCxCFQfO05RinX6x_r5VVuiA,Jamie Windsor,"8 IMPORTANT Composition Tips for Better Photos (Re-upload) So, you're looking to improve your photography and you're ...",2024-04-25T19:45:35Z
AJlp_obQgq8,How to take good pictures of people,UCZncx0SqnJIUZ8Ij0buCqsQ,Tim Shields,This is how to take good pictures of people. The first rule you should follow is the rule of thirds. When you are taking pictures of ...,2019-12-06T19:29:25Z
ObqL8BNaXN0,HOW TO BE A SUCCESSFUL PHOTOGRAPHER (for beginners) &amp; how to get started with no experience | Q&amp;A,UCDQpvL5A9JS0xxi2lsjzR7Q,SydTheCreative,So you wanna know how to be a photographer but you dont know where to start? Maybe you want to be a photographer but you ...,2020-02-11T04:24:00Z
_lbfAotLHl0,Try this Creative Photography with your phone 💡📱 Easy Trick #youtubeshorts  #photography,UCQ98Bh1WIhpJxeWXc4i-A8w,Photofreak Guy,Steps :- ➡️Take a small leaf and choose a green background ➡️ Open Pro Mode of phone camera ➡️Set ISO : 100 (lowest ...,2023-09-06T10:47:20Z
fhxIP2Z3PHY,MASTER This PRO Technique For SHARP Photos,UChuxvFyBYM3VtnLDz8l6vNA,Pierre T. Lambert,How I edit my photos (NEW presets pack): https://pierretlambert.com/presets & https://pierretlambert.com/presetsmasteriii ...,2024-06-27T16:44:34Z
OUr4auKUMRQ,10 Tips for Better Photos - photography tutorials and tips for beginners.,UC9lyUdwosxq_OxC1uggjUPA,Photo Genius,In this video I'm going to share with you 10 awesome tips so you can improve your photography technique and be more creative ...,2017-05-06T11:18:09Z
yhAmMUi2NmM,Learn Photography for Beginners | Full photography course,UCnSAUHBwdAEPWeeIs8LTViA,Parker Photographic,"This free, four-hour photography course was created for beginners. In it, you'll learn the four keys to creating amazing images and ...",2021-12-25T15:00:27Z
gGngRlWHmZw,How to become a better photographer through &#39;visual exercise&#39;,UC_43mQmHwHPTBBqImFrWU3Q,Sean Tucker,Website: http://www.seantucker.photography/ Instagram: https://www.instagram.com/seantuck/ Purchase book or prints: ...,2016-08-14T19:01:34Z
SXKqbNO7JZA,Panning Photography Tutorial video #mobilephotography #tutorial #panning #ytshorts #update,UCRx1ABql04rzU7kZUvOCFow,Kunal Malhotra Shorts,,2022-04-04T15:50:56Z
uyXiWF3mI2s,How to Shoot Manual in 10 Minutes - Beginner Photography Tutorial,UCFzegJR4D8LAIhyboaIWVpg,Hyun Ralph Jeong,Camera used: Fujifilm X-T3 Check out X-T5 - https://howl.me/cjqKqQFfJoB Lens used: Fujinon XF 23mm f2 ...,2019-08-04T09:25:02Z
f2XsQkuAsaU,"20 Essential Photography Tips For Beginner Photographers (Get Good, Fast)",UCeMvA8xJIGgvEjO0kgGFOpg,Pat Kay,"While there are so many ways to learn photography, there are also so many dead ends and potential rabbit holes you might waste ...",2021-06-22T11:00:12Z
-ps1vygCF8k,Car Photography and Editing Tutorials Is What I Do! - Life Through Optics #car #photography,UCuHSzVUbgpf-L64g31ea_hw,Life Through Optics,,2023-01-20T13:17:38Z
ixRKeQMa7Nc,CAMERA BASICS!,UC3DkFux8Iv-aYnTRWzwaiBA,Peter McKinnon,"Learn the basics of photography. Aperture, Shutter speed and ISO. The fundamental big 3 you NEED to know! Lightroom PRESET ...",2018-04-24T19:32:23Z
KxwzzK-Dw5g,How to shoot food photography,UCwt6_cBr14FXEpj5Y2Ra_wA,AD Photo & Video,foodphotogtaphy #foodie #tabletopphotography @ADPhotoVideo22.,2022-10-16T18:34:05Z
qPEs-91zE7U,How to get the best out of warp stabilizer #adobepremierepro #photographytutorials,UCMQ3UyR4rKS5Ymv_-lHLK1g,Flynn on Film,,2023-05-17T16:58:54Z
YeyXp_A-__w,Get a better angle for your picture 📸 #photography,UCGqzaGoBkdKvPrx_TuVceDA,Camera Bro,,2023-03-01T14:00:33Z
H-9qGWrW83M,EASY PHOTO IDEA with EPIC RESULTS! 💦🤯 #photography #shorts,UC18fv3yDege-nPN5zO48eHg,Kyle Nutt,,2022-01-03T15:17:19Z
LxO-6rlihSg,Learn Photography [Full Course] by Australian Geographic Photographer Chris Bray,UCf24_j-t9ryR4pnkiXvUx1g,Chris Bray Photography,"Get off 'Auto Mode' and unlock your creative potential! This popular, complete course by award-winning photographer Chris Bray ...",2020-04-14T03:59:25Z
UMnxM1TBshE,MANUAL PHOTOGRAPHY BASICS and camera settings CANON &amp; NIKON beginners tutorial.,UC9lyUdwosxq_OxC1uggjUPA,Photo Genius,This week I show you how to get started with taking photos in the manual mode with demonstrations featuring both Canon and ...,2023-06-17T11:30:16Z
yzqGTWbhcIw,"If I Had to Start Photography From 0, Here&#39;s What I&#39;d Do!",UCBG4ZzTTBVg23yVdQhztnfQ,Jason Vong,This video is brought to you by SQUARESPACE! Visit http://squarespace.com/jasonvong to save 10% off your first purchase of a ...,2023-11-29T13:01:00Z
0UKZJz9VysM,skincare products photography tutorials at home #productphotography #productphotographytips,UCOUDuZO9MPdnuLXM5I-4nrw,Daisy Sharma,,2023-07-10T13:52:56Z
f2WqMrAd598,A Lesson In LIGHT (Street Photography),UCb4GVe1qSCpWJYxcCF_EmOA,Roman Fox,"Head to https://www.squarespace.com/romanfox to save 10% off your first purchase. BEHIND THE LENS: Exclusive content, ...",2021-11-24T17:00:34Z
nKM3jkEOpuE,4 Framing &amp; Composition Techniques for Beginners | Photography &amp; Video Training,UCWWq67D7TofEPq_eBiaYCWw,Learn Online Video,Correctly framing and composing your photos and videos is crucial in telling the best story possible!...but how do you do it? In this ...,2019-09-27T07:12:03Z
1DC59Dr2e1Q,5 Portrait Photography Tips That Changed Everything for Me,UCA7NPVw6lvFy0bYSitZs-PA,Martin Castein,Online workshops: https://www.martincastein.com/workshops -------------------------------------- My Camera Gear for Photo/Video ...,2024-12-02T17:01:31Z
Z6J5nN45cKk,How to Shoot in Manual Mode for Beginners + Examples,UCxbCDVe8TuzLbPFnxlC55Nw,Julia Trotti,The first 1000 people to use this link will get a free trial of Skillshare Premium Membership: https://skl.sh/juliatrotti01211 Photos ...,2021-01-12T15:00:12Z
qZUWdu2PnXg,"I Shot 100,000 Portraits: Here&#39;s What I Learned...",UCpmd_5VG_FiJI3sJjdWVMtg,Mitch Lally,My Lightroom Presets: https://www.mitchlally.com/presets/ My LUT Pack: https://www.mitchlally.com/luts/ ⚡️ Learn to create ...,2023-01-26T17:48:50Z
4oCpYrn4f-I,Motion Freeze Photography | #mobilephotography #photography #tutorials #photoediting #photoshoot,UCV3Wv-vx9VyyWNOTf11M2oQ,Aditya Raj,Freeze motion is using your settings on your camera to stop the movement that is happening in your photo. As the photographer ...,2023-06-07T09:13:09Z
