channelId,channelTitle,videoId,weight,videoCount
UCsWzJbPtQVy_yTWvA4z-0ww,The Smash Cake,wAKSFAUMbGA,0.3966778064220251,1
UCAUR02LW34rjojarDH2auFw,prince studio pathariya,ALqI8SHhrY0,0.3966778064220251,1
UCe55WKpWOCkhE2889b3-sRA,Joe Redski Photography,"Go-hgk0-tgw,7R4BvAVWlZA,X1SWRmjdQuE,59PQT0rLtSc,5D2W4MKeFZA,X1SWRmjdQuE,5D2W4MKeFZA,59PQT0rLtSc,PYYcRoPK_Y4,pNxXko0mYLg,IOcIFMBgtww,RqIV4WAP1fw,bH65apBWpUQ",0.3966778064220251,13
UCQmOLOsmjQDsKpNM3nDbcUg,Photo Tom,"w8-TnEsPK5E,4RkiS3hdEAA,QhF_g-nwLB4,f_di0I88B8w,Gb0QFZqupQI,TtKcQM11NyE,vI38RxvjNFM,q0SnDzeTHiY,dpuMY89lepU,d-gukBg2c9E,0pqFzwRISq4,JBE0zpXPBhU,ANlkrs2lMvQ,hptQZRXWIbY,3ftrSNm5I_0,c6i8Ly0cCGA,NERFl4XS-8o,YRLUyz_jNxQ,5t56Q9s_PXQ,mtAZr6UN-i0,YevkrICvrSQ,jxiXkbO4q1Y,1Rt-Y5DvAik,zsiGSGr76zg,LMV423SCDtM,5MEx4PesR8A,97uiM0gkXwQ,h--fuz1WukE,DeMogPvuagw,h--fuz1WukE,q3AbRP70g_s,na5_MCUn-Js,k_3qHSHTMaU,L9VVkIR4j3I,wuK0yrRulkU,Zu_w-f0_KmU,77qC9qhvBbw,ONjUJvq9ZlE,QU6OP8zTLDs,TYA2Iz4Fra4,ZMWGNvfNuxE,VVASzuyOcsc,mizGrOw9PI4,uJaPKZrHjuk,v6YMDPfvvY8,voP8gF9R694,eCJPcmfHjbE,cNili8c1104,sOdQIpr-WkQ,EKpAXjuMyPI",0.39271102835780486,50
UCYCEj-PEDJdmQFKG4DCeycw,Sunny Gala,M36w2DgTzT4,0.39271102835780486,1
UCVF1Bu7HWZvx_DUQCEYzjAw,The Edit Art,"QZHgLapKP9E,JaNSzkxRQos,6b_PSUvG32k",0.39271102835780486,3
UCGcDmACA8NOY7HoiI_lI0Nw,Rakib Vai Creativity,"FqVQ_fuQA0w,-TJGdTZm1Mw,cIOb74oYCwY,Wm94vyfXnVY,jAuRGGFbHvk,ME7-2P97o1o,ME7-2P97o1o,jAuRGGFbHvk,x_tYLdhI1zw,FUyCMEmnWgk,g2fk7KCgNtM",0.3887839180742268,11
UCQk-WU7eu_f-a-J5v8SrRxg,Simon Horrocks,eINSy5Aguzo,0.3887839180742268,1
UC-UPDo4PUi_BjhiE_Tmpmqw,Christian Yi,8GzD5uO3KA0,0.3887839180742268,1
UCpSa5nHG0uG6oTF0JBVUfow,Think Loud,"9ZKPPrzU140,dbIifj4v4O4",0.3887839180742268,2
UCn3npsPixgoi_xLdCg9J-LQ,AstroBackyard,lIPXT4P-nWg,0.3887839180742268,1
UCtjpMqCq8hpgDEPQ0i9gbBQ,Android Update,"wRwrtW4lgQA,j4XXY-3y4n0,DjAyc89KrHs",0.38489607889348454,3
UCS-_2737bhznP0obd0cHJfw,Abbey ,"IgXB8_wskM8,IgXB8_wskM8",0.38489607889348454,2
UC-x1jy1EzBbAcBo158hOSOA,The Bergreens,GzbvR1HGBDA,0.38489607889348454,1
UCxl2Bx6J7Mp1HLuk2PA1ygg,Tech Sajim,ICPbkOBl8_4,0.38489607889348454,1
UC04hLqQGcXhTbLU2o9-24gQ,Bruno Pozo,xEcrWj7fIds,0.38489607889348454,1
UCG5xQF2-5MWMDw1Th-taH3w,Adobe Asia Pacific,"pldu7MTXjM0,sr2IkhWNr8A",0.38489607889348454,2
UCPQs8jA1Q31AuKJOz7IHmGw,avaxthomas,"yWEd-TNa0eg,yWEd-TNa0eg",0.38104711810454966,2
UCgFt6TYEcTeDXOVoQ5fpQYw,Ashik Photography,QLkE8n5vbuo,0.38104711810454966,1
UCeos-Ju_sSs7Wb7FR-2VcQA,Christian Möhrle - The Phlog Photography,"ylf-jUc6AOo,KVx4ZRYVUuQ",0.38104711810454966,2
UCJ4kEqCEG23dZUx-BnM0MTA,Mario Kilian Photography,yHe_L4aTwlo,0.38104711810454966,1
UChlQzh3Ygufalpn0rIU4s5A,Scott Donschikowski,C4JQFWjpdfA,0.37723664692350417,1
UCGxjDWAN1KwrkXYVi8CXtjQ,Think Media,"1Z2APsS6jCw,v-Jeu7YsvGk,G0tnt9DoQ9s,80XcN1mNZ-c,HWSiNbn-tU4,hvXWSSNsn-g,80XcN1mNZ-c,hvXWSSNsn-g,HWSiNbn-tU4,DHSiI-FBKxU,SnxxQT7dNFQ",0.37723664692350417,11
UCHMXQSLdXL7q1SntZBjhW3Q,Dev,"aaK4DvTrXfU,DL9cfOoEOvo,JoGsLIKoG4Q,JoGsLIKoG4Q,uZgHxuokhqM,ZO3qeurdHws,VDILdlMFHc8",0.37723664692350417,7
UC-kM2u8bHGLUDkKrmXW7syA,The Natural History Channel,WpqeSPZfxKE,0.37723664692350417,1
UChuMeX2QFLjkkPP7ZY1iDmg,Iffy Explorer,wp-JWpvbVDU,0.37723664692350417,1
UCykPKoSp0wb-BqCkCRqgreA,Little Maker,9bHRpLCznJs,0.37723664692350417,1
UCFhZXwKB4Q_a4RdO-TJ0dwA,Erin - Travel Photographer & Content Creator,"J69HK35vh4M,J69HK35vh4M,VVN8uXHGa9w",0.37346428045426916,3
UCLp0AGvbG3WByy8ca4qGTkg,Gabriel Leung,"XmQhjK4yiLk,XmQhjK4yiLk",0.37346428045426916,2
UCeYZg5Ynx0gGdeKQ-v7N8nQ,Andrew Sink,BTlEnNQZDAk,0.37346428045426916,1
UCj4PoDJoj5lw-BMa_5LGPpw,Professor Hines,_RCPgMBXQB0,0.36972963764972644,1
UCvCV_0W63XvjV5Xda0Fqw5A,5ine Portraits By SJN,"grX7Z9_2ncQ,grX7Z9_2ncQ,rCEcAl3yjjY,CYrKghPfeSo,GTJupCc1psw,rCEcAl3yjjY",0.36972963764972644,6
UCG9htaAflKMNMRsF_GndjCQ,yagnik star official,"XjDy3QkzYDQ,XjDy3QkzYDQ",0.36972963764972644,2
UCiNaeB69CNw_Rb53DXzKz0g,insertmagazine,mWs3QTKXqO0,0.36972963764972644,1
UCaLCRvvau4acqQ4eLGZUywA,JORDAN HETRICK,"eVGoTzr4W0k,Ao49eJKV37c,2f6tuJAN2ng,Z0P3ZnAipVA,QaLi-FBBpIk,vXXcJSQ-qjo,TTeK9pOsFxY,cxK3kV90hT4,dT9CTuPyyrU,QUCUir7eMD4,af4TqWztnnw,ZdHLDgxhzOc,ZdHLDgxhzOc",0.36972963764972644,13
UChtNycWRPPOVYIm0j_ed7Nw,Ultimate Fun,"G_xwkK490Bg,G_xwkK490Bg,gJugPlN07i8,8Qfj5grmoyk,EGH9DQtO4qk,8Qfj5grmoyk,EGH9DQtO4qk",0.36972963764972644,7
UCsyFkE7rIxyID4-VRHcRXvg,Emilie Talpin Photography,"tZHgI0M6Xfk,tZHgI0M6Xfk",0.36972963764972644,2
UCWUa3v2BaF9mJhJRgUievqA,tech PACHPERA,"ffYo04XDBQM,ffYo04XDBQM",0.36972963764972644,2
UClq3ek6ILSxJSJ_azMtz3FQ,Natalia Kalinska,mKWQJpgwHSk,0.3660323412732292,1
UCWNm4Io8094tzyep_EfEErQ,James Baker,A0zq93FV23A,0.3660323412732292,1
UCHgJZo159EdYXYEajJ8IQrg,Sarvan k Facts,"cyvrAstGk7o,cyvrAstGk7o",0.3623720178604969,2
UC-CcnVuYll9jJbfszuG_6sQ,rrrudya,r0lB_rlFOXg,0.3623720178604969,1
UCHpw8xwDNhU9gdohEcJu4aA,The Guardian,"unFZwPdeC5o,xRLCvkQpTi0,O_sjRoaOEvc,ybEbgALNAFM,ybEbgALNAFM",0.3623720178604969,5
UCWBiQFOz-uztgzYHLJ7OvWQ,RB_CameraTalks,iTxCnI04bGA,0.3587482976818919,1
UCxEzwY-Pl3PYrXESIgdYGXQ,Cashify,n2a_PvqBrYg,0.355160814705073,1
UC0h2aaFkmYBzM4quxvLT1HA,Mallory Davis Photography,"kr66REwh23s,150Jmiz-5Sk,150Jmiz-5Sk",0.355160814705073,3
UCOR4tTOCnjctn2EhFPWuOTg,MANAKKOTTA,DGbHDAOYoiQ,0.355160814705073,1
UCGLR_NoMqDMwyzK4TtVwjKA,Tall Photography,"yXBd2DrTqsA,sM7C0i6vJ3c,sM7C0i6vJ3c",0.355160814705073,3
UCVNBCyjoc7qsvDcNnHXIr2Q,iFootage,RwT8yyYgXVc,0.35160920655802225,1
UC6fpZnWZnXlKiNQ9gRpImdA,PHOTODIET,"foqv8HGrqlg,paUKSqT4DaA,_Sokd0_EiPI",0.35160920655802225,3
UCfHAg8Ob9JkDnou_Fp1puhg,Joey Vela,5BDzXHyCJH8,0.35160920655802225,1
UCNQtvHj364h4gJAgPA159Tw,Detty Studio,pXUD74IkDZw,0.35160920655802225,1
UCuwGQFKE04zAD6_b-SwK1vg,im_ Ansar,QbtDAGk0A9k,0.35160920655802225,1
UC04Ednez38RSWHlhS1SWBPQ,JUST WOW ,U2QW5bBck6s,0.35160920655802225,1
UCZTtka5qreE-M75rQfvtTRg,Laughing Lobster Photography,"kBMprquEDYQ,kBMprquEDYQ",0.35160920655802225,2
UCTFdEybgY_c3Di0SvcmHgZQ,Andy Mumford,"68bPnr-c8Vc,MsnhKgwB_ys,0bI8wk7yY08,aG8bf0gXo6Q,68bPnr-c8Vc",0.348093114492442,5
UCiVFuRqQWa30VJXzp3Lzwtw,S & E PRODUCTION,"5kYITSwQahc,116WG8diKCc",0.348093114492442,2
UCfjrnysTwDpm5d4U4_KLQQg,Collarts,"KU37rCGCfh8,2gEzU7ki4II",0.348093114492442,2
UC99PgIGuixcuWoDAOo-vryA,Cole Wilkes,"O_7DfMNXl0A,h-ZaJFTLMhs",0.348093114492442,2
UCo9PK2wb3D-Brj4H9dQvYJA,Xiaomi HyperOS,RxWS20XFlZg,0.348093114492442,1
UCk1baXKtBdvKLFg4LBwJhpw,Michael Kitada,"qg0p5z-F0ak,4WqBqsCfMX8,tE9rTmFvC7o",0.348093114492442,3
UC0ww432SdfGWLg1shUrTtHg,Krazzy 4 DIY,3G1Q0mVsbxc,0.348093114492442,1
UCUP07eevDGoVEmi9IuThtaQ,snappiness,AyGHMnBh8os,0.3446121833475176,1
UCLjgYurnKRGCCF6bCq-mC0A,Chris Pieta,"FRLTOBBkm2I,FRLTOBBkm2I,cPZf0fZkYVA",0.3446121833475176,3
UCuwXGm91mk4bsuxYw688y-Q,David Ifaola,EGeH6-nSALk,0.3446121833475176,1
UCJja0_rtfD8bNlyYD7D9TsA,Adam Harig,"WSRD7x225Sw,WSRD7x225Sw,ErFN489sufk,hMtTyvRrQgQ,fRqEYmBo25E",0.3446121833475176,5
UCZpZTSdvEgVf0BqTqf9NjNg,Sean Dalton,"muXeSghtLwE,Zbt9W3ZZUeo,i-KY5f33tkM",0.34116606151404244,3
UC7IfgW0ILN7lhTkkm-0ePfA,Garrett King,e4Tzf5DEF90,0.34116606151404244,1
UCUQVa_XRgV5QBVBXMa_ZxBA,Trending Photography Tamil,"3wjiqgNtqV8,SpnbbqDdQr8,X9lsKbSHJyU,SpnbbqDdQr8,3wjiqgNtqV8,2HftKG6gf9o,X9lsKbSHJyU,gZQ94tsyJr0,2HftKG6gf9o,1SCCo5hlBgk,bTH55Q0ddrA",0.34116606151404244,11
UC4T6TqCs8MD3fE32ROVjEsg,EYExplore,"hRFydOr8lL4,nGswIrIlXRs,IStZPw8vklA,sNzG9KcxWw8",0.34116606151404244,4
UCdkflGXVy2R_z8JT9kR_oEA,The School of Photography,"aXZyc36gkMU,kTFNDK1PCEw,ktNQ4Bigfvg,B4QwfM44_O4",0.34116606151404244,4
UCKon5ur-4yeOZNJAzc6Wxxg,PHOTO EDITING SATYAM THAKUR ,Qpd3sw5uvdc,0.34116606151404244,1
UCb0ARH01mQQWk9spL3YuuaA,Viral PhotoGraphy,S3bFUI6yHtg,0.34116606151404244,1
UCgFz0SxtAi72YJo3TrbqP1g,K&F CONCEPT,"QzqCLANIlbo,UbehKR_-M3E",0.34116606151404244,2
UCzJey8M4uSFFrL_pXzbe-ig,Landscape Photography University,"C246FoHKgFU,2qUU-9ljuGw,mfe38aLldRI,bDdLAUbFAto,I_h40x2syz8",0.337754400898902,5
UCYJVujP2Mu8goR-DIAHF52Q,Winchumbo,WZJtXr3_HYo,0.337754400898902,1
UC0D6X7FZZERjv9In8kTtQWw,Peter's Room,"fbmhdeqTB7o,ZtStLFdVa0I",0.337754400898902,2
UCuXzgc_FOUOmKHBhgULq9-A,Gujarat College Of Photography,"xxwNxThupOo,xxwNxThupOo",0.337754400898902,2
UCPsBgq377OD69itdeFKDYRw,Film Mantra •1M,Z6mjAEokYYc,0.337754400898902,1
UCFkesHSlfd7DDkIRnq3XX2w,Ted's Camera Stores,KEXu5TECYhc,0.334376856889913,1
UCuX2CIOJpczBkAjjVFCT83g,Photo Shooting Guide Idea,aA30FpKnxZU,0.334376856889913,1
UC97qxGRmPsyfV0Miz7AxU2A,Internshala,JTYi_L80WTw,0.334376856889913,1
UCEDLeLo3HNQZiJOTR2svg2A,Canva,g16Cm-grkCk,0.334376856889913,1
UCCFAL41SVzH-xD3vdhydyWw,Click & Company,5T_krfmb5n0,0.334376856889913,1
UC4YLtQ_RhkiaCmFJ4t34mnw,The Photogenic Nomad ,OgAHDSoOEc0,0.334376856889913,1
UCduTeh2fzTX5ZNG8dUytciA,EHvisualmedia,OUyFZzCccos,0.334376856889913,1
UCxpFCi4WRFH0XmEKr4x-4pQ,David Reid Photography,UyJbDY9WeXY,0.33103308832101386,1
UCSm7PTyEmdSn7-9g4XzZHXw,MajidDgreat,DnhTSXgZlcc,0.33103308832101386,1
UCS9KNtRtAZdpmGjf2IrdbbQ,Daily Cliche,nMAdMV86DOQ,0.33103308832101386,1
UCUKVYLMYwGhBVAc-KjZtQIw,Belinda Shi,kDkXkzzZFpM,0.33103308832101386,1
UCS3I7p5rSe3xUXSLiEb8MBA,Visual Art Photography Tutorials,"tQBK8KzpIh0,1uTGkg7RysQ,MxVrnyFbDzU,KS1zeit7ujU,EB8ENe-935A,bSqDc9mpaMQ,MbW6mlITXAw,admueTJdJH0,h1nWJHK242Q",0.33103308832101386,9
UCsUWXUX_dw7WdmbjuR0zlhg,Academy of Photography,"rnSWOFnyQdY,8O7F0FPFP9I,aoQt6mFjHYA",0.33103308832101386,3
UCehHoZ2932g_6Nst9JNHZNg,Photography Educators,"z3_u0WZfiPs,z3_u0WZfiPs,iqiukxJqcpA,cLq9DLUHUyU,z3_u0WZfiPs,jSZ-iQrab_A,aJmjeBqdBQw,2B8C1-LzFJ8,hBOmImCY0c4,aJmjeBqdBQw,o7FvB-Re5as,0quZiykJmqM,BOUaBlkhWMU,nsa6ZlnRP6w,nsa6ZlnRP6w,cLq9DLUHUyU,2Ti0ha5Sic4,2Ti0ha5Sic4,z3_u0WZfiPs",0.33103308832101386,19
UCr1kluYy9q4Z6N4BCJrIdSg,Psychology of Photography,"Sj5zOHYEYmg,Gcz1B20Ljhs,MNHRqWZiHGw,95np6uFKsfE",0.3277227574378037,4
UC2uN24LAhhDGofFO7NsyLmA,Phottam,"uJfR21VK2dk,5VwQtOvLf74,uJfR21VK2dk,5VwQtOvLf74,dJA1dSWwbqw,l8kEyqnTToY,fuEHWMqPejY,WhTmP8ZQI2Y",0.3277227574378037,8
UCvBGUYYpfEVHtGI0gVi5g_g,Sb Aakash0.4,"waM970Eg88M,JYvQI2cbNc4,JYvQI2cbNc4",0.3277227574378037,3
UC1KmIrDOldAZ14UtLojHS9w,Jiggie Alejandrino,"5yvNwnSAdSc,ZH_BuY4i39Q,iOtr87OLS0Y,f_IDZE5HJGg,B-m4VGnFu6g,sBw3esiPYQk,m5r2BaopDy8,n3fdFJxxnZM,m5r2BaopDy8,n3fdFJxxnZM,n3fdFJxxnZM,tsGP_rYrFTo,wGPbX6bBaIY,MCdWqkeOepU",0.3277227574378037,14
UCnSqUpfTq57uHqOb4-9jqTw,BBC The Social,n5K6PbTTiKU,0.3244455298634257,1
UCY5BMf4Rf05mMxDqE9hvupA,Caroline Dyal,zpDmt5gylWE,0.3244455298634257,1
UCoOx45FcGxN7sI2xQakj0EA,Sony | Xperia,"sfuloxzMoQ4,SHWIC_M76Bc,sfuloxzMoQ4,SHWIC_M76Bc",0.3244455298634257,4
UCZNq9iqxVm4NebGzJ5MEwgA,But At What Cost Photography,hx0dSzmTKVE,0.3244455298634257,1
UCQ8yzCrghuYaU3HxsMYJUIw,Star Romeo ,ptX78gmGfgI,0.3212010745647914,1
UCZo4AZaNVJm5-njFYVYHYCQ,Street Model,"sLZc9xRRNYo,iL5EuN_mgBM",0.3212010745647914,2
UCg9BZWMbeK_kv9ZbX-1Y4_g,Ian Hippolyte,"qMJIA28SBGU,0Ij-C4Xc7H4,OgyRj9fuQOs,OgyRj9fuQOs",0.3212010745647914,4
UCL4moyERlJ6Bp6Odz2hnIGQ,Galaxy Art Media,XvoLT_tRdgQ,0.3212010745647914,1
UCCaZ_-RGI5tc-KIzYBNXkOA,Tin House Studio,"qGHe8rhi3oY,PyQUQPGspxM,sdFee2qJkQQ,7zdJuaishEQ",0.3212010745647914,4
UCE2xAWyWyOpZz4CtRI7K8Bg,Technolobe,C0E55rsOlKA,0.3179890638191435,1
UCmnyEW8Rq5khHFLCGhXwtJA,Stanrox,"rTXs_IMt3G8,s-OKMM8rcOQ,r9kmkx1HtSY,-4_GARlaCRU,RnVxk7at6Lc",0.3179890638191435,5
UCQaKxDDruxTsdH-SUC47XIA,Gesticle Video,qkfyDvgrPIs,0.3179890638191435,1
UC6WsaehNvjlUTEYJsDj227w,SIGMA UK,"YsKw0U33Mpg,eotW0m9I3m0,_jxJO7BBZ6Y",0.3179890638191435,3
UC7uQfMDU4GqMcsFhwH4cvew,Taylor Dencer Media,rAs0A-F0P_4,0.31480917318095203,1
UCbXt75uPCCYyTz7YgNTS9XQ,Taha Muharuma,"n1t2lTZRvpA,4Gm2fkF8fJk",0.31480917318095203,2
UC2qPIdwRp4Diw7UQM6wYu-g,Smart Infovision,EH6J87Mg--8,0.31480917318095203,1
UCuXIi_oNX5l9B7J_-Op_vjQ,Stunvisuals Digital Studio ,HxvJu179eS8,0.31480917318095203,1
UC8msZm95tdvSJVQs4aloe0w,E07 Editor,kbQeuO4K5EE,0.31480917318095203,1
UCazm62dK5bpugSPHzLgvtew,Kellan Reck,MYlgj1hwcYw,0.3116610814491425,1
UCJanM2zVGmnqnAL0a0ya6aA,52Frames Weekly Photography Challenge,"hISuhcK5vdE,hISuhcK5vdE",0.3116610814491425,2
UCBT6ZUFLWSkghYRzPQkWbhA,pal2tech,"J5Ne97ooy88,jH02ELW5yIM,UsgNP6LLsLM,xkBbQU647Ec,xkBbQU647Ec",0.3116610814491425,5
UCE1PAerBMwrTyjZpZNjBcRQ,Divs World,"aWGhSqAdasU,GBifB7JjOoM,DzbIfypNi68",0.3116610814491425,3
UCqtMrF1ZSr5sPX1vgoPIefw,Raj Photo Editing and Much More,"0geHmI8b-9s,mCe332BVr50,zAcHUEQbNMw,udOM7O2QnSk,p7x-A96deXM,qQdcYdFM17k,QpLQ33nswRE,kW-1KPEKlsE,vPdtGOgxssg,WdrM45_zd4w",0.30854447063465107,10
UCKO4P-n6MXW-TbGxOpYROSQ,MySmartPrice,"yOcunnWoyeU,yOcunnWoyeU,yOcunnWoyeU",0.30854447063465107,3
UCe3aicTXYmAfyzUb2fd29Cg,Julian Baird Photography,tS4mTDtVIJI,0.30854447063465107,1
UCAgLXh8RMViI1CkTpSBxzaA,Master PhotoGrapher,"r1OV7mJPhnE,zDEGcQWcyrk",0.30854447063465107,2
UC8jZEMgwMbXu9pZGLHD140g,Vlog by Rahul,"VeFRBLP9NX8,VeFRBLP9NX8,EExVFVAZlb8",0.30854447063465107,3
UCSB1qW5PhvB3UAnnfu6h-0A,Anagha Peethambaran,E7nkzD6yUyo,0.3054590259283046,1
UCmNFTTISGdvoF4dKVNgL3ag,Ritik Singh,ednZV1jAqrg,0.3054590259283046,1
UCgqFE36SRlascaK19bmYt8A,Skills Maker TV,"T0pLKXfygnA,T0pLKXfygnA",0.3054590259283046,2
UCi8uADl2REqx9Ra-5CtKirg,Chotu edit 04,nI0_nuAxE_E,0.3054590259283046,1
UC4zvM20CkPbdDpsJUqsvmDw,Priscila Elias Photography,"6LIJPEy0MtE,q4fwyj_A5oM",0.30240443566902153,2
UCF9-JngqznvAsiF2yZbeY8g,iDB,WcN9bhEyW_E,0.30240443566902153,1
UCfSUvk31kVp_1tTj4d7NiXA,TECHNICAL MOU • 193k Views • 1 days  ago         •,bQyhJBI-PgY,0.30240443566902153,1
UCcBPuY2Dg0su6RrQihqIW8Q,Abhi Photography,"lf6Obn8QXmY,G3N95rzudEI,cp8PyfZKe9A,lK9LQ01xU2Q",0.2993803913123313,4
UCr4-yFNgc44teZJ4DtD5mhg,Mark McGee Photos,"kgFICKY2pNk,q-rc3q4nIL8,BKiYR_LLARc,uMiij3L5TxQ,6bdtc0MsK8Y,ff1pOeTGQ2o,ff1pOeTGQ2o",0.2993803913123313,7
UC8kznv-87U7ToeNgHEflayg,Connor Martin,"GqXeP_G0j-Y,i4pgBZF-gn4",0.2993803913123313,2
UCwxCTMAzLwKtnBKXfEuR90A,Skyler Wagoner,R3UAwha-MCA,0.2993803913123313,1
UC5uh8Dwhg6gYTfnrOGapL6A,Top1 Photographer,"MB07IE0ZGwI,6Y3B7NwcOn4,nQYfJWv2MUE,GsJXPFwmZbo,EF8_bsJQmdo,1Y6F34eAu6E,H4TYuStjnxc,LWWKQIySpHw,8ghtZN7Axn0,nV9t-nivYZY,Umguw8au42U,metOf7gnBB4,MAAQBknwje8,DtwBrkQMfT0,yto0P0ViXro,xyRq0iPOMko,SNil46VBY18,xC0WFUx86C8,a4svuA_-WFA,CIlhMkdrsBA,u2WqYC_usGM,Uc3QqJd4aFw,9gPCcCPa4oM,1oM6yukw7rE,noBnA8NRXNE,g_lVsKEAXsg,UQY_dodQgK8,CSVrWth6rC8,VKwA4DzWo7o,x0Dw6Q7CxiE,YuOmR1ioZ9I,OA9MX-N5L-8,Kns6PQZfd6w,G7fM6cLccmg,8QhqOcrn6No,G7fM6cLccmg,8QhqOcrn6No,OD8FRW3yvX4,_o1m7lxW-k8,g1u48r3BlAo,vrSlIPxgU2U,pWRBF5dt3kw,K6rkWNu1lKo,6msQiQWQnvE,7TGFbWnrNxs,oRvAxcXlq7s,a8e4TagWMrQ,6mG33nPAzcE,ttXnFP_cmX8,LtWuOGwtpKU,vpZNYd2UXrg,uuS7qmqs--o,gkEl2kXqUOM,fnZQWIMiEpY,f_Ku_Eum1MA,F74hSBxpfaw,49F5ANMcaYo,2nStYv1zsIk,z1ozV8Wq1RE,TSSGb6T2nyM,GI8xtJWE_gg,Que4mL1120Y,mQnxkGY-zAc,ClscUTOqRAM,yLRXfYKKM4Q,K4V7jKnJ06U,hj_aK2Qf-_w,7ok8Hr6tvxE,-Rtx153qh0M,6rLxO82HP_M,BPnRnq7uVbg,NFnukLHlilk,dtT2TgAm2T4,PVaSwbK3k0c,woFXBfcDtdk,OsPSigUvc3Q,T1NcfrcWd3g,XdCRGGTOocE,3VTlnMSd9Ko,K3APp2W2q44,TlrJX9kderw,q5aVI2eKywI,vtVVACZl0Tc,l6yp76l3j8E,WrjkDuH9MUs,-VlTJ5SBGo0,BH7lMzsPdvk,OTDB8JkZxH4,_Ttfpd1i700,e5MyBeN4h9c,WsryOPowsoc,ZKPyDHAqE6s,hz84MxhFgAg,aaXx61UeO9s,YfifKL1gPJo,Hy_eas1gfD4,MVINEimZ3GU,tosM0vihNXs,jGFylBz6qnA,atxuzOYTs-o,yZaFVOR5_lM,pPBkVml4cLE,0T5oqkjKeEY,s53gPz4B-i8,4ZC7ChKcz0E,rYchotSloEg,91VAYiXJKvc,H1LTkJOEu00,JzEq9U01-dA,Mq2WZ4sXAWE,vc9VDwzdZgQ,z3OIaVo1LAM,_KxxbPC7EYU,ww_VRJs1-aY,1PCyc3L3tbw,oW4VK-l4dWU,ZZxkYC7qz5Q,U-mWfqc8i8c,Y1GhasjUN6I,f6I6nqCgb7Q,Mq2WZ4sXAWE,ww_VRJs1-aY,1PCyc3L3tbw,oW4VK-l4dWU,Y1GhasjUN6I,ZZxkYC7qz5Q,U-mWfqc8i8c,f6I6nqCgb7Q,NFjXOW_5wmQ,7TaaqkNoi_Q,5OZDdYIrg_s,vI3E_7LB3oI,Nq2GeaGcylw,hEf6H7CHSrY,Zi2TxNC5T2k,eRtQsOGfl3A,w6a5JqAzgyA,E4kE8I8lrOw,WNIzaa27p3o,hnuvwJi4vBY,RO3DpKjAkU4,0LN-rNUY6I0,FK76Jg7eOP8,2WgyTWguCgM,3KLT9WQUC3Q,jH4ymyBHAvw,a8o-gJueofk,ftW7fT_JkQQ",0.2993803913123313,148
UCKqwCqIHcPZ_SXmfec4Nd3A,MILOZANDIART,UcVUz20prAs,0.296386587399208,1
UCQm0Q1BR1cId8fr6pYBhjXw,Travelbugraphy,"1NQWVPPwTCQ,-6sJlm16c64",0.296386587399208,2
UC6YUWvFauThCVyzpMY38PpA,Tamer Radwan,Y-z2i_VLb5Q,0.296386587399208,1
UCx4SdQKnPrDCrXBl2ZbzpIA,Saiyan0607,"ZE12biXtIwo,GszK11bYNFM,clL-uSuuhkg,ZE12biXtIwo",0.2934227215252159,4
UCGkkxkFcULzm-f0a9RkpZ8g,Outdoor Photography Guide,"0PMqAHpEBu0,rnmz8mDWASo,rnmz8mDWASo",0.2934227215252159,3
UCTyug5EDjruCLkW8nIFgBqA,New ways of seeing,"R1tTOKYUPVw,50Is7W7gDxo",0.2934227215252159,2
UC4k4g9LVWmGOidD7tzRnYFg,Rob Trek,"eexzo9E7lyQ,DhhLqxOTHAY,xkA0YuAMYGk,DjvcEWxzTxY,YgYJn6YJMyg",0.2934227215252159,5
UCH7k1OEofIfpHwLwk2WCpmg,RZcamera,"aB3Y9mfLyjE,waxr5CgWMDA,aB3Y9mfLyjE,XtzGriN5ZEM,qOb39nTpQLQ",0.29048849430996376,5
UCVS2cJx7J5D1RDN9ABBPw1w,Jake Hateley,"i2SD4VxACmk,i2SD4VxACmk",0.29048849430996376,2
UCDuTP76K0yOplyXC38dnmWA,Photographic ,"E_PDzpDFg-g,YThu-QV--TY",0.29048849430996376,2
UC2OWwc5H9fE_iFrbDQHFfRA,Asiya Naz,P7dOWKpw1hU,0.29048849430996376,1
UC134rgaltHWHrkYc-R8lkZg,WhatGear,VEViKVwOvhw,0.29048849430996376,1
UCDcdTie7e4SF14YqfQ0Ov-A,Sophia Carey,"WXhW2QZATPE,AfdeOkpE3P4,AfdeOkpE3P4,A7o-FB_N6bM,hQkJ-v2zPIw,THE35ykrwM8,Lxc9uWe8hwI",0.2875836093668641,7
UCiD8USF04aFIrf8f3GiQTEw,Jesse DeYoung,"a2HRnw3sxOo,MUW7lty9zvc",0.2875836093668641,2
UCQTta0ieagviObRMLXgbHbg,Rick McEvoy Photography,"c2C24qQ3tzk,qb-jVpdI-lA,fbFBHMQ47NY,uHv4ZYYhd0w,typWY6Zu5p8,uHv4ZYYhd0w,l0AYjG_C2WM,CUldU3bssVo,SdYCuGtzEt8,qb-jVpdI-lA,VsdkooXZm_I,c2C24qQ3tzk,7GYgCnmtZf0,fbFBHMQ47NY",0.2875836093668641,14
UCBahCwj71eNZnNnQJH4KNBQ,Your Appletech,"zbSANpzRtGE,7tfJz-rfOAc,nImty8OGIKM",0.2875836093668641,3
